6,COMAR,COMAR,COMAR,COMAR,COMAR,COMAR,COMAR,COMAR,COMAR,COMAR,COMAR,COMAR,COMAR,COMAR,COMAR,COMAR,6,4,64,0.0006211996078491211
7,COMAR,COMAR,COMAR,COMAR,COMAR,COMAR,COMAR,COMAR,HPC2,COMAR,COMAR,COMAR,COMAR,COMAR,COMAR,COMAR,7,4,62,0.0006548999808728695
8,COMAR,COMAR,COMAR,COMAR,COMAR,COMAR,COMAR,COMAR,HPC2,HPC2,COMAR,COMAR,COMAR,COMAR,COMAR,COMAR,8,4,60,0.0008098999969661236
9,COMAR,COMAR,COMAR,COMAR,COMAR,COMAR,COMAR,COMAR,HPC2,HPC2,HPC2,COMAR,COMAR,COMAR,COMAR,COMAR,9,4,58,0.0005055996589362621
10,COMAR,COMAR,COMAR,COMAR,COMAR,COMAR,COMAR,COMAR,HPC2,HPC2,HPC2,HPC2,COMAR,COMAR,COMAR,COMAR,10,4,56,0.0005441997200250626
11,COMAR,COMAR,COMAR,COMAR,COMAR,COMAR,COMAR,COMAR,HPC2,HPC2,HPC2,HPC2,HPC2,COMAR,COMAR,COMAR,11,4,54,0.0005227001383900642
12,COMAR,COMAR,COMAR,COMAR,COMAR,COMAR,COMAR,COMAR,HPC2,HPC2,HPC2,HPC2,HPC2,HPC2,COMAR,COMAR,12,4,52,0.0005521001294255257
13,COMAR,COMAR,COMAR,COMAR,COMAR,COMAR,COMAR,COMAR,HPC2,HPC2,HPC2,HPC2,HPC2,HPC2,HPC2,COMAR,13,4,50,0.0007593999616801739
14,COMAR,COMAR,COMAR,COMAR,COMAR,COMAR,COMAR,COMAR,HPC2,HPC2,HPC2,HPC2,HPC2,HPC2,HPC2,HPC2,14,4,48,0.0004961998201906681
15,HPC2,COMAR,COMAR,COMAR,COMAR,COMAR,COMAR,COMAR,HPC2,HPC2,HPC2,HPC2,HPC2,HPC2,HPC2,HPC2,15,4,46,0.000871799886226654
16,HPC2,HPC2,HPC2,HPC2,HPC2,HPC2,HPC2,HPC2,HPC2,HPC2,HPC2,HPC2,HPC2,HPC2,HPC2,HPC2,16,4,32,0.0003372998908162117
17,HPC2,HPC2,HPC2,HPC2,HPC2,HPC2,HPC2,HPC2,HPC2,HPC2,HPC2,HPC2,HPC2,HPC2,HPC2,HPC2,16,4,32,0.0003480999730527401
18,HPC2,HPC2,HPC2,HPC2,HPC2,HPC2,HPC2,HPC2,HPC2,HPC2,HPC2,HPC2,HPC2,HPC2,HPC2,HPC2,16,4,32,0.0007357001304626465
19,HPC2,HPC2,HPC2,HPC2,HPC2,HPC2,HPC2,HPC2,HPC2,HPC2,HPC2,HPC2,HPC2,HPC2,HPC2,HPC2,16,4,32,0.0005526002496480942
20,HPC2,HPC2,HPC2,HPC2,HPC2,HPC2,HPC2,HPC2,HPC2,HPC2,HPC2,HPC2,HPC2,HPC2,HPC2,HPC2,16,4,32,0.0006448002532124519
21,HPC2,HPC2,HPC2,HPC2,HPC2,HPC2,HPC2,HPC2,HPC2,HPC2,HPC2,HPC2,HPC2,HPC2,HPC2,HPC2,16,4,32,0.0003449004143476486
22,HPC2,HPC2,HPC2,HPC2,HPC2,HPC2,HPC2,HPC2,HPC2,HPC2,HPC2,HPC2,HPC2,HPC2,HPC2,HPC2,16,4,32,0.000359400175511837
23,HPC2,HPC2,HPC2,HPC2,HPC2,HPC2,HPC2,HPC2,HPC2,HPC2,HPC2,HPC2,HPC2,HPC2,HPC2,HPC2,16,4,32,0.000543300062417984
24,HPC2,HPC2,HPC2,HPC2,HPC2,HPC2,HPC2,HPC2,HPC3,HPC3,HPC3,HPC3,HPC3,HPC3,HPC3,HPC3,24,3,40,0.00042029982432723045
25,HPC3,HPC3,HPC3,HPC3,HPC3,HPC3,HPC3,HPC3,HPC2,HPC2,HPC2,HPC2,HPC2,HPC2,HPC2,HPC2,24,3,40,0.0015083001926541328
26,HPC3,HPC3,HPC3,HPC3,HPC3,HPC3,HPC3,HPC3,HPC2,HPC2,HPC2,HPC2,HPC2,HPC2,HPC2,HPC2,24,3,40,0.0005600997246801853
27,HPC3,HPC3,HPC3,HPC3,HPC3,HPC3,HPC3,HPC3,HPC2,HPC2,HPC2,HPC2,HPC2,HPC2,HPC2,HPC2,24,3,40,0.0009715999476611614
28,HPC3,HPC3,HPC3,HPC3,HPC3,HPC3,HPC3,HPC3,HPC2,HPC2,HPC2,HPC2,HPC2,HPC2,HPC2,HPC2,24,3,40,0.0005258000455796719
29,HPC3,HPC3,HPC3,HPC3,HPC3,HPC3,HPC3,HPC3,HPC2,HPC2,HPC2,HPC2,HPC2,HPC2,HPC2,HPC2,24,3,40,0.0009643002413213253
30,HPC3,HPC3,HPC3,HPC3,HPC3,HPC3,HPC3,HPC3,HPC2,HPC2,HPC2,HPC2,HPC2,HPC2,HPC2,HPC2,24,3,40,0.0005992003716528416
31,HPC3,HPC3,HPC3,HPC3,HPC3,HPC3,HPC3,HPC3,HPC2,HPC2,HPC2,HPC2,HPC2,HPC2,HPC2,HPC2,24,3,40,0.001253100112080574
32,HPC3,HPC3,HPC3,HPC3,HPC3,HPC3,HPC3,HPC3,HPC3,HPC3,HPC3,HPC3,HPC3,HPC3,HPC3,HPC3,32,2,48,0.00040400028228759766
